Member_number,Recency,Frequency,Monetary,Cluster
4184,15,3,22.5,At Risk
2567,526,1,22.4,Dormant
3540,300,3,22.4,Dormant
1119,329,1,22.4,Dormant
2801,446,4,22.35,Dormant
4093,478,2,22.3,Dormant
3336,279,1,22.2,Dormant
4984,248,3,22.15,At Risk
2722,412,2,22.1,Dormant
3052,179,2,22.05,At Risk
4307,543,1,21.96,Dormant
4658,169,3,21.9,At Risk
4522,226,3,21.9,At Risk
1871,381,1,21.9,Dormant
5000,323,3,21.8,Dormant
1464,210,2,21.8,At Risk
3146,551,2,21.8,Dormant
1944,121,2,21.7,At Risk
3314,504,1,21.6,Dormant
3958,56,3,21.6,At Risk
3906,197,2,21.6,At Risk
3286,7,2,21.6,At Risk
4483,137,2,21.53,At Risk
2985,215,2,21.5,At Risk
2848,45,2,21.4,At Risk
3538,304,3,21.3,Dormant
4497,206,2,21.2,At Risk
3555,442,1,21.2,Dormant
2180,377,2,21.1,Dormant
3037,310,2,21.1,Dormant
2526,75,2,21.1,At Risk
2414,574,1,21.0,Dormant
1300,482,1,21.0,Dormant
3734,116,2,21.0,At Risk
4520,647,3,21.0,Dormant
4689,114,3,20.9,At Risk
1556,578,1,20.9,Dormant
1957,333,2,20.8,Dormant
4980,492,1,20.75,Dormant
1068,182,2,20.7,At Risk
3466,386,2,20.7,Dormant
2493,145,2,20.7,At Risk
1695,329,1,20.6,Dormant
2021,352,1,20.6,Dormant
2121,422,2,20.6,Dormant
2539,45,2,20.6,At Risk
2987,623,1,20.6,Dormant
2103,294,1,20.55,Dormant
1455,287,1,20.4,Dormant
2748,637,1,20.4,Dormant
3991,545,1,20.16,Dormant
3536,635,1,20.1,Dormant
1681,542,2,20.1,Dormant
1437,137,2,20.05,At Risk
4181,479,1,20.0,Dormant
1257,470,2,20.0,Dormant
3155,464,1,20.0,Dormant
1845,145,3,20.0,At Risk
2490,12,3,19.92,At Risk
1066,566,3,19.92,Dormant
2161,462,2,19.92,Dormant
3654,14,2,19.8,At Risk
3626,567,2,19.8,Dormant
3197,669,1,19.8,Dormant
1462,462,2,19.7,Dormant
2898,525,3,19.7,Dormant
3933,393,2,19.62,Dormant
3230,350,1,19.6,Dormant
2372,118,2,19.6,At Risk
4642,27,2,19.57,At Risk
2710,77,2,19.5,At Risk
2852,205,1,19.5,At Risk
3883,86,2,19.5,At Risk
4118,6,1,19.4,At Risk
4010,1,2,19.4,At Risk
4135,598,2,19.4,Dormant
2607,405,2,19.3,Dormant
1350,483,2,19.2,Dormant
2463,4,3,19.2,At Risk
2219,257,3,19.2,At Risk
4803,365,3,19.0,Dormant
4920,312,2,19.0,Dormant
2112,572,2,19.0,Dormant
4451,402,1,18.9,Dormant
3606,414,1,18.9,Dormant
2844,223,1,18.8,At Risk
1880,106,2,18.8,At Risk
4792,163,2,18.7,At Risk
4930,504,1,18.7,Dormant
3715,233,3,18.7,At Risk
1700,61,2,18.64,At Risk
2998,169,2,18.6,At Risk
3566,16,2,18.6,At Risk
3598,259,2,18.5,At Risk
3887,462,1,18.44,Dormant
3087,368,3,18.4,Dormant
2675,106,3,18.2,At Risk
2487,174,2,18.1,At Risk
4737,102,1,18.0,At Risk
2731,263,2,18.0,At Risk
2075,344,3,18.0,Dormant
4208,695,1,18.0,Dormant
2628,393,1,18.0,Dormant
3395,133,2,17.9,At Risk
1080,230,2,17.8,At Risk
1402,442,1,17.8,Dormant
3834,591,2,17.76,Dormant
4918,337,1,17.7,Dormant
4775,641,1,17.6,Dormant
4490,708,1,17.6,Dormant
4587,586,1,17.6,Dormant
4379,90,2,17.6,At Risk
1137,95,2,17.6,At Risk
3130,242,3,17.5,At Risk
2330,420,2,17.4,Dormant
3845,102,1,17.4,At Risk
1247,452,2,17.4,Dormant
1313,5,1,17.3,At Risk
3580,36,2,17.2,At Risk
3970,423,1,17.2,Dormant
1071,460,1,17.1,Dormant
4491,468,1,17.1,Dormant
3234,136,1,17.1,At Risk
2153,381,2,17.09,Dormant
4279,702,1,16.9,Dormant
1755,574,2,16.9,Dormant
4158,4,2,16.85,At Risk
2145,18,2,16.8,At Risk
1059,564,2,16.8,Dormant
1471,496,2,16.8,Dormant
1222,97,2,16.8,At Risk
1496,613,1,16.8,Dormant
1046,189,2,16.7,At Risk
3408,55,2,16.7,At Risk
3272,192,2,16.65,At Risk
3634,20,2,16.6,At Risk
1228,310,1,16.6,Dormant
4032,142,2,16.6,At Risk
3501,156,2,16.6,At Risk
1630,222,2,16.5,At Risk
3968,48,2,16.4,At Risk
3064,362,2,16.4,Dormant
4973,581,1,16.4,Dormant
4885,75,1,16.4,At Risk
1029,291,1,16.35,Dormant
1439,139,1,16.3,At Risk
1933,435,1,16.2,Dormant
4961,423,1,16.2,Dormant
2894,291,1,16.0,Dormant
1537,332,2,16.0,Dormant
1124,494,2,15.9,Dormant
3482,518,3,15.8,Dormant
4435,389,4,15.7,Dormant
3994,393,1,15.7,Dormant
4630,549,1,15.7,Dormant
3652,103,2,15.7,At Risk
4730,399,2,15.6,Dormant
2992,51,1,15.6,At Risk
1558,268,1,15.4,Dormant
3000,495,1,15.4,Dormant
4528,78,2,15.4,At Risk
1096,155,1,15.3,At Risk
3706,408,1,15.3,Dormant
2354,497,2,15.3,Dormant
4949,134,1,15.2,At Risk
4846,391,2,15.0,Dormant
1267,594,1,15.0,Dormant
2720,552,1,14.9,Dormant
2808,239,3,14.8,At Risk
1187,18,3,14.77,At Risk
1860,522,2,14.7,Dormant
3173,158,1,14.6,At Risk
2953,360,1,14.6,Dormant
1321,261,2,14.6,At Risk
4514,531,1,14.6,Dormant
2773,579,1,14.5,Dormant
3605,269,1,14.5,Dormant
4378,240,2,14.5,At Risk
4904,389,1,14.5,Dormant
1745,648,1,14.4,Dormant
3377,488,1,14.4,Dormant
3624,597,1,14.4,Dormant
3105,627,1,14.2,Dormant
4454,7,1,14.1,At Risk
3993,315,1,13.9,Dormant
1673,631,1,13.9,Dormant
3108,645,1,13.85,Dormant
2197,542,1,13.8,Dormant
3103,385,2,13.8,Dormant
3889,372,2,13.8,Dormant
3981,5,2,13.7,At Risk
1401,215,2,13.6,At Risk
4994,325,1,13.5,Dormant
4795,153,1,13.5,At Risk
1436,304,1,13.49,Dormant
2826,482,1,13.4,Dormant
2442,674,1,13.4,Dormant
1519,428,1,13.4,Dormant
4653,416,2,13.4,Dormant
2963,582,2,13.2,Dormant
4739,391,2,13.2,Dormant
2012,276,2,13.2,Dormant
1915,145,2,13.0,At Risk
4496,341,1,13.0,Dormant
3995,187,1,13.0,At Risk
2637,468,2,12.9,Dormant
1898,414,1,12.8,Dormant
2968,74,1,12.64,At Risk
4043,343,1,12.6,Dormant
2456,655,1,12.5,Dormant
2292,280,1,12.4,Dormant
3097,142,1,12.4,At Risk
1310,403,2,12.4,Dormant
3418,292,2,12.4,Dormant
3943,636,1,12.3,Dormant
3163,366,2,12.1,Dormant
3453,14,2,12.1,At Risk
2116,123,2,12.1,At Risk
3932,602,1,12.1,Dormant
4945,150,1,12.0,At Risk
3733,512,2,12.0,Dormant
4805,78,2,12.0,At Risk
1643,246,2,12.0,At Risk
3216,321,2,12.0,Dormant
3350,586,2,11.9,Dormant
1397,9,1,11.8,At Risk
3454,13,1,11.8,At Risk
1721,76,2,11.8,At Risk
3174,324,2,11.8,Dormant
4309,106,2,11.7,At Risk
4248,447,1,11.7,Dormant
1826,376,1,11.7,Dormant
2008,70,3,11.65,At Risk
4824,559,1,11.6,Dormant
3333,311,2,11.6,Dormant
1579,563,1,11.5,Dormant
2878,421,2,11.5,Dormant
3240,363,2,11.4,Dormant
2417,422,1,11.4,Dormant
3098,117,2,11.4,At Risk
4423,673,1,11.4,Dormant
4562,419,2,11.4,Dormant
3436,278,1,11.4,Dormant
1956,716,1,11.3,Dormant
3607,676,1,11.2,Dormant
1963,0,1,11.1,At Risk
2889,344,1,11.1,Dormant
2474,324,1,11.0,Dormant
4011,489,1,11.0,Dormant
1762,182,2,11.0,At Risk
3290,215,1,10.9,At Risk
2911,169,2,10.85,At Risk
1036,709,1,10.8,Dormant
1266,490,1,10.8,Dormant
1415,367,2,10.8,Dormant
4707,322,2,10.7,Dormant
1925,575,1,10.7,Dormant
3007,393,2,10.7,Dormant
3610,470,2,10.6,Dormant
4530,109,2,10.6,At Risk
2558,140,1,10.6,At Risk
3179,284,1,10.5,Dormant
2350,579,2,10.5,Dormant
1177,77,1,10.45,At Risk
3376,722,1,10.3,Dormant
2024,527,2,10.25,Dormant
2988,77,1,10.2,At Risk
4365,313,2,10.1,Dormant
1688,50,1,10.1,At Risk
2373,495,1,10.1,Dormant
4521,106,1,10.0,At Risk
3576,594,1,10.0,Dormant
1180,493,2,9.9,Dormant
4755,3,1,9.9,At Risk
3422,521,1,9.8,Dormant
4982,151,1,9.6,At Risk
4590,498,1,9.6,Dormant
1469,489,1,9.5,Dormant
4072,138,1,9.4,At Risk
3944,361,1,9.4,Dormant
3134,206,1,9.4,At Risk
1089,390,1,9.3,Dormant
2425,313,2,9.1,Dormant
2614,188,1,9.0,At Risk
2841,10,1,9.0,At Risk
3796,207,1,9.0,At Risk
2136,323,1,9.0,Dormant
4472,445,1,9.0,Dormant
3243,727,1,8.9,Dormant
3373,6,2,8.8,At Risk
4506,141,1,8.7,At Risk
2096,339,1,8.6,Dormant
3126,393,1,8.5,Dormant
4099,337,2,8.5,Dormant
2717,727,1,8.4,Dormant
3700,255,1,8.4,Dormant
4703,436,1,8.2,Dormant
1063,341,2,8.1,Dormant
2387,659,1,8.1,Dormant
2759,156,1,8.0,At Risk
3777,672,1,7.9,Dormant
3136,611,1,7.9,Dormant
3823,385,1,7.9,Dormant
3080,683,1,7.85,Dormant
3412,338,1,7.8,Dormant
3874,529,1,7.8,Dormant
1400,445,1,7.8,Dormant
4834,247,1,7.8,At Risk
2783,274,1,7.8,Dormant
1227,601,1,7.7,Dormant
1744,93,2,7.65,At Risk
3714,571,2,7.65,Dormant
1989,112,1,7.6,At Risk
1084,621,1,7.6,Dormant
2684,353,1,7.5,Dormant
2735,212,1,7.4,At Risk
3093,292,1,7.32,Dormant
3771,374,1,7.3,Dormant
3510,362,1,7.3,Dormant
1375,80,1,7.2,At Risk
4151,58,1,7.2,At Risk
3301,249,1,7.1,At Risk
3270,229,1,6.9,At Risk
2482,708,1,6.9,Dormant
4447,243,1,6.8,At Risk
4631,673,1,6.8,Dormant
3631,474,1,6.8,Dormant
4188,497,1,6.72,Dormant
1976,77,1,6.7,At Risk
3431,517,1,6.6,Dormant
2591,385,2,6.6,Dormant
1251,34,1,6.6,At Risk
4889,330,1,6.4,Dormant
2304,182,1,6.4,At Risk
1243,721,1,6.0,Dormant
2302,700,1,6.0,Dormant
2297,304,1,5.92,Dormant
1642,458,1,5.9,Dormant
3239,33,1,5.9,At Risk
3478,272,1,5.8,Dormant
4366,139,1,5.7,At Risk
3124,265,1,5.7,Dormant
4247,727,1,5.6,Dormant
3824,321,1,5.4,Dormant
2296,566,1,5.35,Dormant
2213,492,1,5.3,Dormant
3345,91,1,5.2,At Risk
2497,511,1,4.9,Dormant
4142,43,1,4.9,At Risk
2640,252,1,4.8,At Risk
4062,398,1,4.6,Dormant
4419,7,1,4.6,At Risk
3362,578,1,4.6,Dormant
4386,113,1,4.5,At Risk
3490,174,1,4.4,At Risk
2248,288,1,4.4,Dormant
1592,397,1,4.4,Dormant
2668,394,1,4.2,Dormant
3503,31,1,4.1,At Risk
1626,315,1,4.1,Dormant
3858,278,1,4.0,Dormant
3723,291,1,3.9,Dormant
3990,593,1,3.7,Dormant
3780,674,1,3.7,Dormant
1093,277,1,3.65,Dormant
1414,220,1,3.4,At Risk
4023,343,1,3.4,Dormant
3625,439,1,3.4,Dormant
4816,152,1,3.2,At Risk
4029,429,1,3.2,Dormant
1314,481,1,2.9,Dormant
4926,405,1,2.9,Dormant
1039,213,1,2.7,At Risk
3162,207,1,2.6,At Risk
4565,0,1,2.2,At Risk
3949,273,1,2.1,Dormant
1560,593,1,1.9,Dormant
1221,410,1,1.7,Dormant
1250,448,1,1.3,Dormant
